topic,title,source,article_url,rank_within_feed,relative_popularity,timestamp,feed_count,composite_score
TOP,Severe storms blowing through Midwest disrupt Chicago flights - WGN-TV,WGN-TV,https://news.google.com/rss/articles/CBMifEFVX3lxTE5TOVBEV2lodFlaemNCTzRyT2dEaF9abU81YzZvR0RRejV2bHRxR3dlcV9TUm05OHhJU0JQMEJJUmhkZG16bHF3bU9yaUVZNUxZaEo1RTRjdnhZNktjWDg0bE5SUjNGY0swTjlyMXdYMnNJWG5CSmtDRU9Ea2XSAYIBQVVfeXFMUDJrTk1nbU11cG1aN0ZFOVN2VEZSYWJiampOeDZGbHpmTWRWb0JYTmMwcmprSEdIRk5lRWJ6dDluQVZ4RGU1V0dwUkI1Nkt2OWtEcFpoRU8zSDdNNWJ1OHhxeGlZYmhmRnNwUEtLdDZPdjdyZGRhdlUyUmxQdmg4Rl9wUQ?oc=5,6,0.995,2026-03-16 09:06:34.898291,1,0.995
SCIENCE,The Sun's Great Escape - Universe Today,Universe Today,https://news.google.com/rss/articles/CBMibEFVX3lxTFAxRHpxVzFfQS1yanRNLUQ3TVlTYl9BMk9tTUxuSFBvZTVXM3plOUw0TG5UakxMTXJ6TklsR3pwRnlkSUUxZjRXQmhfVEpCb25JU1lDVXJla0wyWXpDcUJEWFZEbGpPTHhycUxDVQ?oc=5,6,0.995,2026-03-16 09:06:39.010537,1,0.995
WORLD,"UK's Starmer resists being drawn into wider Iran war, offers help on strait - Reuters",Reuters,https://news.google.com/rss/articles/CBMiowFBVV95cUxQb0pyM3pFWFdjVkRleS1XVVJMV2xoaGIwN3JmMjZoa3E2YkNHSkpWaG1QQjdadmluWmN0TlZfdUlnTmpKTS1ZTHhXWThpZ0hxN2w3VlZHT3N3RjJWbWRWRDl4bGtsSDBITWwwQjFLRUxHS1JjOWROZUNtUkMxSlZaZUZSaWhHRWdzTDJqLTFHV0c0dWtNWWdJbzZ5OEd5Si1HbzJv?oc=5,7,0.994,2026-03-16 09:06:35.590608,1,0.994
TECHNOLOGY,"$750,000 Homes in California - The New York Times",The New York Times,https://news.google.com/rss/articles/CBMiogFBVV95cUxNeEFrdWpja082OG9tdkRwZnRqdlR5MXhBeXJzS0FIQmwxZlFXUHllVzVpTzNtaWxUN184azR0V1ktSHpYTFlHYWxSeXZ5VU1MenNjWnFiYzNDOXpQLTNEbkZ2XzREaXlfNzdLeHAwbWFMYkNDSnhVQkQ2MDQ1al9nSDhZMkJpeTI4dUFXcWZYOEpJLURBVnlBZV9ucWowNFdha2c?oc=5,7,0.994,2026-03-16 09:06:36.296954,1,0.994
SCIENCE,Hydrogen atmospheres could keep exomoons habitable for billions of years - The Brighter Side of News,The Brighter Side of News,https://news.google.com/rss/articles/CBMisAFBVV95cUxQbUhETUJMb29ZYUVWcms3NEpqX1h4ZDYyNlRHdXVZMWRMdFhFc0k0LWxJcHVzWjJWeVNhc1VrNGQzRjNTclAtOTFtUXRXOXByZTJSTVp5MXVZRmtQZWtIZE1xSFVyS0wzY1lMYzBnSXByMUhJTU1PVUJucGxSLU1mTGJBU01MbDE0VzhMbjBLdTNyRzhBMHhZbmhFZFAzN2JOcHNPYnR1Q2wtVk1pZHlrUg?oc=5,7,0.994,2026-03-16 09:06:39.010541,1,0.994
BUSINESS,Looming Fed meeting shifts bets for 2026 interest-rate cuts - thestreet.com,thestreet.com,https://news.google.com/rss/articles/CBMizAFBVV95cUxQVzFuQ1NGdHVBN3dYdU9DMDJ3Q1NobldHb2x2NncwT01zelItVVI5SEgtM3B4NjdhdFRpUGpQelRVVmJMaDNJenpIRkhYTmJLdmNiTkV6RS0zaVNqOU5lS1I3cmg4SU9fMjRNWE5QR3BUQ2Y4eW5IZ3dZNUkyZUVhakkwdUNBLUdEbzRkbURmNjFjX2tCdVkzVUZBd2Rnd3h1TFVVaVhnZ3I3RGRXTFdJcXVNaGozVjdPLWZWc0t6Z0l1N3dYT3F2VGk0TkQ?oc=5,7,0.994,2026-03-16 09:06:35.280619,1,0.994
ARTS,Poetry Anthology of Light / P.M.A.Studio - ArchDaily,ArchDaily,https://news.google.com/rss/articles/CBMieEFVX3lxTFBScDRQODh3a0xLOWdBMzJfM2Y1d0dVMjRldHVFaWd6bUh5cUdJUlZTREhrYXJ5Y0V2aFIzejNQOVZySEZ4STV2TVA2VlJ6QmNFdjJrR3NSZEpuQV9pU2lGeDVuZ19ieFJnRnV2dDVja09KUHVtUmFmVQ?oc=5,7,0.994,2026-03-16 09:06:37.439463,1,0.994
TOP,"Severe storms could bring damaging winds, isolated tornadoes and large hail Monday - WYFF News 4",WYFF News 4,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNdXFLYzNkSkI3cVUzWTRfd2Jjb29MM1Rpc1BuYXZVblJFM0p1VEs1STEtTkJMa0M2dXFGSUFPSG0wUXFTcHVNWWlBTk5yQU9MZWtKTjhzWE0wZHdBLXc2RlQ3RWI0SWFsMWVsT1pCc1hFREthaW0xa2VDQlhEenNwaFNWaTdjclRWcWU0?oc=5,7,0.994,2026-03-16 09:06:34.898295,1,0.994
ENTERTAINMENT,"The Oscars had feathered gowns, K-pop lightsticks and ballet's revenge. Inside the strangest, funniest and most viral Oscar moments. - Yahoo",Yahoo,https://news.google.com/rss/articles/CBMingJBVV95cUxNVkR1NzhIb1BNQldQZS1PckV2cmdidjlfYmRQNTB0QlJOakc0cDlBdTh1WUxyVlQ2MlMwMnR1cE9xUmdwcXlUdnNBa0JGMEtPbmZPbmFHTU00emRUNEh0TVVlaW5UMl9HR01taDdZWmZSNmc5SVVaLW1wWGcwOEpFTVMteTN1Y3M1TzgxT1VnczR5VnhRZUg0TnJpaks2UkJhbFR2VmdTWks0Uktva0hrZnZCV2VMVTJTSndYM293WnNzVW1wSXVWWDJwS1cxNTdYbXRfanZUODNLNlR2ZkMyNzBCVnF0dDAtZUNZTGZtUmJMMGE1MDhhNkR6ZThHSjBMaVg0UW1OWTVwd1lBU1VheHcwTjZ6b0lHbnlZWlhB?oc=5,7,0.994,2026-03-16 09:06:37.799394,1,0.994
ENTERTAINMENT,‘Sinners’ Wins 4 Oscars After Record-Breaking 16 Nominations - The Hollywood Reporter,The Hollywood Reporter,https://news.google.com/rss/articles/CBMirwFBVV95cUxPVUd1TUxqUmVYMXpKUkd6ZDRUTlBMbVRHRWVWaHA5amhybjhaZGlQcDVnU2lMTU9MOUNUVVFMeE0yVy1FbXNRaWtWeWM2cWoyNVhsaHluTGJzUTQ4TDVlUkRXQUJkQ21vcGMxTzg1TUlRVzZodEhBRXVTdTJyNTdnMDNfMS1wZllzVENlUkNpMmgwbF9seUM0cnlzbWt2UGxRVlhDd2NYZDF3bkxiOFVn?oc=5,8,0.993,2026-03-16 09:06:37.799398,1,0.993
TECHNOLOGY,Resident Evil Requiem Reaches Another Impressive Sales Milestone - Nintendo Life,Nintendo Life,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNVGZpZ3h0bkZobmZnLXhuYjlCWXVUem5sU2c0Q3RfTFZScXNuTGthUy1jZFhWS2NicWhQU3ZTY2s3MFNVZU1yOGdCSzhobExyRTgwOTh0MHpEaGo5Y0RmLWFpekl1TkNPdC1XOEE4TzZVdldzQkR5Xzg3WVFUZnpwWHZnanU4LXJCbHgySVZRWDlaUF9LRGY5blYxemxNTkU2Q0tjelB3elF6QQ?oc=5,8,0.993,2026-03-16 09:06:36.296958,1,0.993
ARTS,Twin Pavilions / Atelier LuxNox + Found Projects - ArchDaily,ArchDaily,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPelhBUXhaZjFpLVh6OGo2ZWlwZU5TN25fOWVFb1dSamhNNzNRQk94ZjZpVFhpVElpMGo2N1IzblY2NXI2ZUVfa0doMFdWdFNPZTFGLW1mc0dVeUNzYkI5MEFPNWQyZ2xyU3F2M0htUVlFWkFlVWl2RlIzbmtLU04yS09iWll4RG16V3ZB?oc=5,8,0.993,2026-03-16 09:06:37.439467,1,0.993
BUSINESS,Iran war reawakens global inflation fears - Financial Times,Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE1sb1poUVR3SWtiVVo2R0lqekE0bk1BZ0NOWTZQNVEzYlh3SVRTTEt2cHo5S2dWak9yc1AxT2tfVWFmVHVLay0yakZCd29BQ21pa0d0Z1QtMWt6REdhUUlRbExTczl5TmZKN08zVVRwcXU?oc=5,8,0.993,2026-03-16 09:06:35.280623,1,0.993
WORLD,Drone hits Dubai airport as Iran targets commerce; Israel says war will go on - The Washington Post,The Washington Post,https://news.google.com/rss/articles/CBMihwFBVV95cUxOVnRmZjNmVGxnX2U3aHhaTGFFakljU25PVGRlUW8xLTZUdUxhSUszS3VmM0huQWxlNTg5U3VGVTVJRHhBal82MnM1RFBib21WT2VmRlRaZHp2X1Z6MWRQalBWT3FMYU9sN21WUE1oM3pUNHpyc2lFd3luRHJNYzMza2NPMTVoYzA?oc=5,8,0.993,2026-03-16 09:06:35.590612,1,0.993
TOP,Senate Democrats oppose SAVE America Act as Republicans prepare for floor vote. What to know - CNBC,CNBC,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQeFAtY2ktQVNvbFhSQWpFeFlNemQtZXAzVk5jbVFrTklfak15VzVoRHk2VlRISDZia3FocTlkdWVjekk2bXhybm1STGdubGo4RFNNYUFTLUJodVE1cWtSaWQtRWJ3N2RiUUNKSXRMQ1dKWW1rOV83Z05kVGZZMU5Pcm4za2JIZ2t00gGOAUFVX3lxTFBzTGduTGpzRlJ2VmhBUDBPUE9UM3lYUkt1OWFvYTFiTG0zTUx0a3RxV1UtaVp2WkwxVGVMVjBYVnlUcUtrVmFlQ200V05uOUY5dHhUcXBvRU82Y2tGTUtrTnNtUV9YMktSRi1tNzg1YVhudTAtQ1l2SmVUZkFJSmZjSzFETDZSRVBVcUY4ckE?oc=5,8,0.993,2026-03-16 09:06:34.898302,1,0.993
SCIENCE,"Astronomers Confirm a 'Mega-Laser' Beam Signal from 8 Billion Light-Years Away, and It Refuses to Fade Out - The Daily Galaxy",The Daily Galaxy,https://news.google.com/rss/articles/CBMimAFBVV95cUxPb3I1SXFFeDkzS2ZFWDFfQTd3Tjk5bVR6dFV4TzR0VU9Ta09SRHhHanhDX2x3RXdwZ2MtRWR0b0E4TzRKZ1FMclFNZzBVTk1FNl96dnNSdUUyZ1lJU2NSbTdkb09zeXpGbk1KNnFVOUxkb2sxWjZMdGdEaUxtVGVST0dCcDZGaDltZ0ZCVEZhNloxMDkycUlnZQ?oc=5,8,0.993,2026-03-16 09:06:39.010544,1,0.993
TECHNOLOGY,From the Chaos Vault: Secret Lair Dandân Decklist - Magic: The Gathering,Magic: The Gathering,https://news.google.com/rss/articles/CBMinAFBVV95cUxObnVCc0cyazBhWTJBZm9tSC1TTnp2NkNSYkMwbWtUejhxemZiRENqVmhnX3pQR3BlX0E3c21aUTJ0T2w4d0R1SGd6WHRaLWw3TDNVZzNLeUlGdEdTOEVtdjNjVGlZRVJYdkpualFrT3E5LS1abjdSd0lvSk5mczdtVWRiVHQzQ1lBVmJSZ2FFWHdsZmdDNWNLWDhyRzY?oc=5,9,0.992,2026-03-16 09:06:36.296962,1,0.992
WORLD,Pope Leo urges war leaders to halt fighting after deadly strike on school sparks outrage - Fox News,Fox News,https://news.google.com/rss/articles/CBMisgFBVV95cUxPaHJwQXVIUlBNNzhiV1U4VU0wZllKWEVoSW91aGdwc2R5WTdiMDJ0RGdzWjJONUtTU0lSVEgxdzlXdmNRSm9Sa2F5TGtHczM3MWRFUzlKX3JnTkJXbWNUcXc2TEhtVlBNYTNfZ1M3ZVY4b1U2ZmRWU1VRU19TVW1fZGlXTjhKZ2oyMGZ1WFllVVEzdFo1QmJTdEg2Q2Nyd1ZZWl85Unhud3RpVEQydnJVVGtn0gG3AUFVX3lxTFB3WmY5cXZZNFFDMWtqNXJXVHZWMnpjSUd1SWhET2hRRGVFTnNrSWRaY09LOGxqSXd4OWQtVzhEZ2pYaEV5V2hVa01fSjBhdXR0c0RyQ1VFTXUwQVdzNFNzYlVHS2ZHYU9IMGRrX0s3NEdWZE1mdVdaYzl3S1lfbjM3MnpneWZXWEpSTFJTa0xacEJRRmhEeV9QTnVzcktTVGdnT01wMEVLQmtwX3ZnLTJFbXhjTVIxdw?oc=5,9,0.992,2026-03-16 09:06:35.590616,1,0.992
TOP,"Winter storm in Wisconsin: Updated forecast, travel advisories, snow totals - Milwaukee Journal Sentinel",Milwaukee Journal Sentinel,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQNG5PWDJvZXU0eFdLTk9zZG5qUy1OZXliTnp2V3l5NDhiNWlqSmZnTHRYb3dVZkc0WHVjbm1lV2tjSF9xVS1MVmxHOG5sWTIxUE83ZUFweTVNRDBXTGtfWU1ZVko5WEtiUzQtYlRuemttdUJETWlBbktBOGYtY2dheWgwdVFtczNVbnJmd0hKWGxHNXRBSkJESXFIZ2NENzk1MXgtYkJ2X1B1VWQzT1JuY3l3SzB5N3lLQkhrOWtaSDBzalNPYVAtdkFEVU1QcGNr?oc=5,9,0.992,2026-03-16 09:06:34.898306,1,0.992
ENTERTAINMENT,"The women of ""Sinners,"" ""K-Pop Demon Hunters"" make Oscars history - Axios",Axios,https://news.google.com/rss/articles/CBMijwFBVV95cUxQMXM5SExUTTlvSEhRbllkR1ptLV9qdE5Xdlp6VFpjSUdPU3hFVTlYT3pTN2xZcHUxRFgtcTZtanNkWG40X28tMXpXcHJJelJLVlhTRjF3YXN1dnNLSlpaejAzb2pQbXVIbU5tQmtmNnE0SEVLd0c2bFc2d3ZFRU5OR1drbTZnUkt3a2xJdkZpdw?oc=5,9,0.992,2026-03-16 09:06:37.799416,1,0.992
ARTS,"All respect, Timothée, art is about more than popularity - Financial Times",Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE8yN29WTEdYM2k2bzRseDBISHJrd3ZocWh0YmJpYUNVMG9vME42VlFOVVVJUTkyRmtkaTVwZjhRRUtzNURqbGVzdmdHNVRQY1N5LWxvWlhWamhRRWJlNnNKZm13bWI4TE0tQnlKd1NPVmo?oc=5,9,0.992,2026-03-16 09:06:37.439471,1,0.992
SCIENCE,"NASA Rammed An Asteroid Hard Enough To Change Its Trajectory, Maybe We're Not All Doomed - Jalopnik",Jalopnik,https://news.google.com/rss/articles/CBMifkFVX3lxTE1EYmpic0Vvb1MwQ1NBaTQ0REpicFlIOHFmbHBDZDJ1YlpQcEJzQ3FCMU9OeHo2RlJRaWtyWF9sVUZUYTVqZWJESWd2ODI0OXhTdGdQOHVXMUFwY0V0VUJUc05DTTF2dXVRRUtpY2V6Q3RvVndGQTBhV2VwR19qQQ?oc=5,9,0.992,2026-03-16 09:06:39.010548,1,0.992
BUSINESS,Oil and gas prices are soaring. Some countries are ready with solar panels and EVs - NPR,NPR,https://news.google.com/rss/articles/CBMinAFBVV95cUxQUmw1T1JRUTkzSXRWWHNkNXN3RTVWb25nUndsR0dkS1k5cXFVaDBJcGFZcXN3SDczQ3Q1b2dkMkZuOFE3eEFITGtXNFNkNVlzaEhqWHU2MUVCdkRBV241ekUzelN1UUg5RE4weFluRTZaRUNUZ1MycS1qNnFmMXNPdkptTU1kLVdFc3ZwbkdDaklSbTR6NXZNOXE5V2o?oc=5,9,0.992,2026-03-16 09:06:35.280646,1,0.992
ARTS,Beneath the Great Wave review — a fresh look at a Japanese icon - The Times,The Times,https://news.google.com/rss/articles/CBMitwFBVV95cUxQalVzYVBBWlJNX2x6NTVaZ1hpM3BaOExndDVTV0xzcXp3SUZoTmxlam9naDNUaGIzM0dKd044ekJqM251Qk4xeWxCekZWNHViVDM5SHNhbnNSWi1zLV9zdmp5TW5KX1lXN0JMZ3RZbzVLVHZUbl9uWnUxSHd1N2RyaHpmbmVmR1gtaDM4OGQ4a2hRYkg5eUxjUWdoc014OFdEbmxyN0k3aXJhWDZqY05uS3YyWUFqN2s?oc=5,10,0.991,2026-03-16 09:06:37.439474,1,0.991
SCIENCE,Archaeologists untangle how Bronze Age textiles were made - Phys.org,Phys.org,https://news.google.com/rss/articles/CBMihAFBVV95cUxPVGZwSDV3ZFh0MGlpdHJxWVFXRlFSbFFZdlpIR19FQlJDQUl6TlRUMmVHM1kzaWhvMzJjODRSTEg3ajdvTzBESHZxQWlGR0NMdV9wVks1TTBfLU1NM1ZxMDVrU3ZPWlBLTWVGM1hJSFA4R1JzTFBmMjlTUGphdEFIeHBYUVc?oc=5,10,0.991,2026-03-16 09:06:39.010551,1,0.991
WORLD,"Israeli forces kill 2 Palestinian children and their parents in West Bank, medics say - NBC News",NBC News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPNEI2QzFsYjdaRzlTVHQyRHl5UEpEQ2YzTzUwMklVNF83ZllLeHpCNGlRMzQ5aW5HWVRFcEY0ckZ4VUJYVTlORDA3VkEtZDhZeW5nSi13MlE0N1lFNnB2aGM0eENCYkRpdW5PclQwWHFLeUxFZFFYYVFtRDRvM1VGemx0amNlejhmSVlKSllIR0c5RmdZVjhkVGFOcGlhRXBUdnlKUkFuODVoLUtFZjNzb0lBX3dvN19y?oc=5,10,0.991,2026-03-16 09:06:35.590620,1,0.991
ENTERTAINMENT,The 2026 Oscars’ Rob Reiner Tribute Will Leave You in Tears - Rolling Stone,Rolling Stone,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOOGlBXzFMdUx1dEdUaTI3bk44NDEwUUZaOUlzWjlPVmNSbHR5WmpseFhENjM4cjZMS195Q2VSREtlRHJwcENnMTVfNEZCc2lBV1Q0VExyUXJvTXN4Tnl4WDhvY3BSWEhia3lQUWctckxxZzFMR0NWeXIzYkpnVlBmR1ZjRVJmQml2aktTWFNQTHdBeEo1WUpZcVFkZXNjMWstdm5XTWdUWnRBYlU?oc=5,10,0.991,2026-03-16 09:06:37.799422,1,0.991
BUSINESS,Oil company shares soar to all-time highs as Middle East war turbocharges price per barrel - The Guardian,The Guardian,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOb1R6YXA4MGNtX0ZNMU9SYWFjUTBTMjkyTUZ0N3dhXy04eTJoMEJNTWhrN244ZzJlTmsxallUSENqR3V6QWdNbTFXSUtQcjNxVXh4SGJhNkp0d1YzN1VMY1paM1pfODZlTVgyaXhYSFhDY1hFMGlOcWRyb04yT0NCUTJvWGswNHk2aTJjMXFBYlNNb3FjR3hGRlN0R1ctMFFzbm5mOGw3ZjlTSFZtSk1ydV9rZzduWGUzTkdERzVRU0ZtYUgtQk5Nd1JaY3NCTnNST3cyY1Nn?oc=5,10,0.991,2026-03-16 09:06:35.280653,1,0.991
TECHNOLOGY,Here's what the Samsung Galaxy S26 Ultra's Privacy Display does to its battery life - Android Police,Android Police,https://news.google.com/rss/articles/CBMisgFBVV95cUxPU0xHNE1yZmliWWJuX1FCaTN2V3kzc3psWDVvd1FOS1pxWEhnSWlEaWhiNHZiZENCZVNBRTRvX3ZIUGxJZjRJdVg1TnRuOWhISS15T3ExVnlRTVBVX3l1SUZwRTNxRWZ6aFRZQmkyOGxwV1oyUUF6VFZidk9PbWh4LVRzSVZuLTRGS3VLVm9JUDdrcml1R3FxT28xQVpZYUhRXzZud1lrQVFSQ1NCeVRGRHV3?oc=5,10,0.991,2026-03-16 09:06:36.296966,1,0.991
TOP,More airport disruptions expected as TSA agents quit amid first weekend without full pay - CNN,CNN,https://news.google.com/rss/articles/CBMid0FVX3lxTFBPY2NCd2lZUHhpaEdGSThDU2JMRkhTNm44RFFDX0piSGZhY1lJSEJJbmZWSHR5a3BWMkxqU0VFNG9GVklCVGJXZHFWWXJzazNtUkxvUk9Wb2FLbXVQUXkyM2loUW54UnhfUHJNakNQMjFUZWlkM0hv?oc=5,10,0.991,2026-03-16 09:06:34.898310,1,0.991
ENTERTAINMENT,"Oscars 2026: The Biggest Moments You Didn’t See On TV – Timothée Chalamet, Nicole Kidman, Jimmy Kimmel, More - Deadline",Deadline,https://news.google.com/rss/articles/CBMimwFBVV95cUxPSy1EUUl0OF9WeDdMaThhbWIwMG1kTGtpNkhEVU9DZXkycUFTeGxrWGJQZGg1MGhGQXFPODkzZXFIZG5TZ3hobHpLZldYV3lkaFlEdEZudDIybHNSRU5RcW8waklHX00tMTBEZHd3aHlTT3ZmQy0zQ0M2SDhBcnlYTlFzZXJ6cDE1YnhING1Ia0hNZGE5eGhJWTFZWQ?oc=5,11,0.99,2026-03-16 09:06:37.799426,1,0.99
ARTS,Red ants can lift up to 50 times their own body weight – and this award-winning macro photo shows their phenomenal balanced teamwork - Digital Camera World,Digital Camera World,https://news.google.com/rss/articles/CBMiqAJBVV95cUxNQ0Z1SlFVUUh3RjZTQl9iS1dmel81bnlnZy1Hc1ZXWDl2YVE4WVlNRFJfaXE0alNCUWxzTWlQSDBqREVYdDc3S3p3SE51ajhEZEdoek5SeElQWHdzMjk5d3c3ZFNvUW13Mk5TeXVHdGtNbHFrM0J1TUFWVEpncm9SOERDcnRCbExCNld5WmlIWGtTQmhILTI4QTdlVXFxU183VzBEbl95YmFTV0JRaXZ6SHZ5NEdoalFoLUNTVFZvMzN3c181Y0p5N3pJb3NoMGJpczVoQzR3dHdLdmRWanFEMFBxUGJ3TFNxUnJIMGNmYm1rUFVKR1NqOEZabHN3cnQyd3l4MThLb1RsN2wwN2NVdmRJeFY5V1FaYk1vT3dIZGpoeldwZmFNMg?oc=5,11,0.99,2026-03-16 09:06:37.439478,1,0.99
TECHNOLOGY,AMD unveils OpenClaw to run AI agents locally on Ryzen and Radeon hardware - TechSpot,TechSpot,https://news.google.com/rss/articles/CBMilAFBVV95cUxOLWplRTlaa2dQaFdWVFViSmVYT2x2S2pMZGN5NTRPN25RMkEtV0V2Q2g0YkhPbi1mTWcyb1JKLWVfX0lEeWQ1SGdqTVpnb0Jzam1ISTJoMFZwdlVTd0RNeVh1THJfOHdaUHZ5VVJuU1lST1Jsbl9xMW1OUkkycVBEVW9DQzRGSklNWnF3OVV4TERkYjJf?oc=5,11,0.99,2026-03-16 09:06:36.296971,1,0.99
SCIENCE,Dry ice detected in a planetary nebula for the first time - Phys.org,Phys.org,https://news.google.com/rss/articles/CBMia0FVX3lxTFBSNDVVWlEzYkV6WWMyTG52SHMxUVp2SjZJaFZzbUdrQlpXTDZxdjVoTUJmR0RiLVRXZ0txbGNhRXpVaWFVVmpMd1E1WVpJU05GZW5qSXU0VnFybTBrMnQ5cVJFNGNqLVd0aVJB?oc=5,11,0.99,2026-03-16 09:06:39.010554,1,0.99
WORLD,"Hospital officials say Israeli strikes killed 12 in Gaza, including 2 children and a pregnant woman - AP News",AP News,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQd0lWQlB5VGxxZzE4S2VBY2d0ZTVYdm9ZMkRtM0hXelpEcy1HTXVxaTZJbHI5V2FYbTNtWnNHbXZvWmNRVzhLbFlibUQ2MW1ORmdnSTVSaEY1dmpZaXItc3lUb0xGeENLNUdVMnA1RUlQaVJYcTZ1NWdHUHZqQ2JMekdXZHNHVzMy?oc=5,11,0.99,2026-03-16 09:06:35.590624,1,0.99
BUSINESS,The Agentic AI Era - Your Timing Is Perfect - Great Andhra,Great Andhra,https://news.google.com/rss/articles/CBMilAFBVV95cUxOWkd4ekVSWXFhS0dxN1NMRGRRdzIyNG1mUW1sWkVkVnd1cnhmZzFsSFJVYk1DUlNYZHAxQjM4aTktbGsxOWVBU0RiYmhXUmNacnVxVnlTUlRZUXJkMFVnM3hLYnlMQUVPMEZEUmxGSU1ha1RQYVJud3hJd2xQUVFuT2UyTW10UUhyV3R3Z0xJdWoyR1Et?oc=5,11,0.99,2026-03-16 09:06:35.280657,1,0.99
ARTS,Create a Street Photography Workshop: Make Money in 2026 - Fstoppers,Fstoppers,https://news.google.com/rss/articles/CBMinwFBVV95cUxOM3JKY2xIS0tjYnZfZnI1dGpTa3VEaXYxdnRHR2RvTDM2Z2R1MUJBMVBTNVp1NWkybExNMk9rUGRJSEY5N1lZaDZqd28xNXJDSUtsSDVWbHFSUkZfY2tFbC1GZ3ZPSDJWMG55b3JvQmRNcWxlcGIzdTZpcG1CeVIzMFZUNzFpa3JYc29VTnVtdGFPZkN3STdFR2VjcmNESUk?oc=5,12,0.989,2026-03-16 09:06:37.439482,1,0.989
ENTERTAINMENT,"Sean Penn Becomes Fourth Male Actor to Win Three Oscars; ‘He Couldn’t Be Here This Evening or Didn’t Want To,’ Says Presenter Kieran Culkin - Variety",Variety,https://news.google.com/rss/articles/CBMijwFBVV95cUxQT2pUeE96M2JLVUkwWm9YcHlTbk1GMHEyTlh2ZHZtOWNlMTNvUk9XdFA5cDh3RFF3QURkTTFNaEN4eEdVZERfRkNLSlNDUmFqZm1hQVJTVXViVDJ1enhKWHBOQlNUc1pnT3dybTFUZV9jSnB0blQxTG5JRkhWcm9KUTBRR0ttbG1kdFdobndSTQ?oc=5,12,0.989,2026-03-16 09:06:37.799430,1,0.989
BUSINESS,"1 Unstoppable Stock To Buy Right Now Before It Soars 91% to Join Nvidia, Apple, Alphabet, and Microsoft in the $3 Trillion Club - The Motley Fool",The Motley Fool,https://news.google.com/rss/articles/CBMimAFBVV95cUxOVWV2MEgxZzhxczRuMjFkMzh5R3dSa3hvV3pYaVNZRGZnNU93clJ4MWU4bkIyWTNzOTVqLWk3alFQSXlld1pVTUx1VHNlS21wNTFicmdldktIUnBtamVoR0hSWGVKUE9fUHVZM2c2QVVLb1dRSXFMY3JwaHFVcWlFMHZCTmtpR3djdzg5SWRhNVBXZldsTFotWQ?oc=5,12,0.989,2026-03-16 09:06:35.280661,1,0.989
TECHNOLOGY,"Despite record Galaxy S26 pre-orders, Samsung's mobile unit is literally in emergency mode - Android Authority",Android Authority,https://news.google.com/rss/articles/CBMijwFBVV95cUxNbHlpT1Nsd3MzQlVSa3lvREg3Z2R0bTR3aVVXRHo1aVlWQkx4WkNZUFo5TnF1NVFRZEk0dnVLUE9EVURHWEQtSlVrcGN4UlltWEFIelVtN3dpUDNLUGwzTlJ1NE9WTXRoLTktSW9OU08xZlZCbHNIN01pamZpNldUdS1jSXhrMURHT2ViWjNvQQ?oc=5,12,0.989,2026-03-16 09:06:36.296975,1,0.989
SCIENCE,TESS discovers a super-Earth exoplanet orbiting nearby star - Phys.org,Phys.org,https://news.google.com/rss/articles/CBMiekFVX3lxTE1adXEzaEh2QWVIMU1Ea1dWVVdPS3haU1ZzQU9rRnBoS3ZtRXZXS1VsckhLbk1sYlVKOXZqQ1ZnanA0ZTkyczBMRWtmNXBCdWZ2bFppWllLVGN6S0J6Tk5kQ2xsOWJVMDFCUkJaTmR0S3o3RTlsdVBMQUlB?oc=5,12,0.989,2026-03-16 09:06:39.010558,1,0.989
WORLD,IDF strikes aircraft used by Ali Khamenei - The Jerusalem Post,The Jerusalem Post,https://news.google.com/rss/articles/CBMiakFVX3lxTE1DN3c4NVBWX1ZwSDllNjNibVpIb1pKdlktaldSb0JtajBoTzhYampXbElGaER5YkdvamJrUVBndjBJZnlnTEFPM3RkMjdWdXlHUHZ6UFNTR0ZNSy1SM1JvbFE4RDY5Sk1EN3c?oc=5,13,0.988,2026-03-16 09:06:35.590632,1,0.988
